"jobpostnr","nodeid","word","tag"
24,34,"of","O"
24,35,"databases","O"
25,1,"learn","O"
25,2,"and","O"
25,3,"develop","O"
25,4,"ibm","B-SKILL"
25,5,"cobol","I-SKILL"
25,6,"applications","O"
25,7,"update","O"
25,8,"source","B-SKILL"
25,9,"codes","I-SKILL"
25,10,"be","O"
25,11,"responsible","O"
25,12,"for","O"
25,13,"testing","O"
25,14,"calculate","B-SKILL"
25,15,"financial","I-SKILL"
25,16,"models","I-SKILL"
25,17,"and","O"
25,18,"perform","O"
25,19,"mortgage","O"
25,20,"calculations","B-SKILL"
25,21,"work","O"
25,22,"productively","O"
25,23,"as","O"
25,24,"part","O"
25,25,"of","O"
25,26,"a","O"
25,27,"software","B-SKILL"
25,28,"development","I-SKILL"
25,29,"team","O"
26,1,"develop","O"
26,2,"modules","O"
26,3,"and","O"
26,4,"scripts","B-SKILL"
26,5,"to","O"
26,6,"use","O"
26,7,"in","O"
26,8,"regression","B-SKILL"
26,9,"tests","I-SKILL"
26,10,"validation","I-SKILL"
26,11,"scripts","I-SKILL"
26,12,"develop","O"
26,13,"tcl","B-SKILL"
26,14,"scripts","I-SKILL"
26,15,"and","O"
26,16,"modules","O"
26,17,"for","O"
26,18,"using","O"
26,19,"in","O"
26,20,"regression","B-SKILL"
26,21,"tests","I-SKILL"
26,22,"understand","O"
26,23,"the","O"
26,24,"tested","O"
26,25,"feature","O"
26,26,"mathematical","B-SKILL"
26,27,"model","I-SKILL"
26,28,"parameters","I-SKILL"
26,29,"etc","O"
26,30,"do","O"
26,31,"manual","B-SKILL"
26,32,"testing","I-SKILL"
26,33,"develop","I-SKILL"
26,34,"test","I-SKILL"
26,35,"plans","I-SKILL"
26,36,"develop","I-SKILL"
26,37,"functional","O"
26,38,"and","O"
26,39,"feature","O"
26,40,"regression","B-SKILL"
26,41,"tests","I-SKILL"
26,42,"look","O"
26,43,"through","O"
26,44,"the","O"
26,45,"results","O"
26,46,"of","O"
26,47,"test","O"
26,48,"runs","O"
26,49,"inspect","O"
26,50,"the","O"
26,51,"reasons","O"
26,52,"of","O"
26,53,"filed","B-SKILL"
26,54,"tests","O"
26,55,"and","O"
26,56,"fix","B-SKILL"
26,57,"them","O"
26,58,"run","O"
26,59,"regression","B-SKILL"
26,60,"tests","I-SKILL"
26,61,"for","O"
26,62,"specific","O"
26,63,"custom","B-SKILL"
26,64,"builds","I-SKILL"
26,65,"by","O"
26,66,"a","O"
26,67,"developer","O"
26,68,"request","O"
26,69,"inspect","O"
26,70,"the","O"
26,71,"results","O"
26,72,"perform","O"
26,73,"manual","B-SKILL"
26,74,"testing","I-SKILL"
26,75,"quickly","O"
26,76,"understand","O"
26,77,"the","O"
26,78,"tested","O"
26,79,"feature","O"
26,80,"prepare","O"
26,81,"test","B-SKILL"
26,82,"plans","I-SKILL"
26,83,"with","O"
26,84,"assistance","O"
26,85,"contact","O"
26,86,"with","O"
26,87,"developers","O"
26,88,"if","O"
26,89,"needed","O"
26,90,"discuss","O"
26,91,"testing","O"
26,92,"aspects","O"
27,1,"translate","B-SKILL"
27,2,"design","O"
27,3,"requirements","O"
27,4,"and","O"
27,5,"specifications","O"
27,6,"into","O"
27,7,"robust","O"
27,8,"implementations","O"
27,9,"design","O"
27,10,"prototype","B-SKILL"
27,11,"develop","O"
27,12,"and","O"
27,13,"manage","B-SKILL"
27,14,"the","O"
27,15,"technical","O"
27,16,"aspects","O"
27,17,"of","O"
27,18,"the","O"
27,19,"software","O"
27,20,"perform","O"
27,21,"assigned","O"
27,22,"tasks","O"
27,23,"in","O"
27,24,"the","O"
27,25,"precise","O"
27,26,"and","O"
27,27,"timely","O"
27,28,"manner","O"
27,29,"document","O"
27,30,"the","O"
27,31,"software","B-SKILL"
27,32,"products","I-SKILL"
27,33,"that","O"
27,34,"will","O"
27,35,"be","O"
27,36,"produced","O"
28,1,"incident","O"
28,2,"handling","O"
28,3,"perform","O"
28,4,"trouble","O"
28,5,"shooting","O"
28,6,"via","O"
28,7,"detailed","O"
28,8,"analysis","O"
28,9,"of","O"
28,10,"hardware","O"
28,11,"and","O"
28,12,"software","O"
28,13,"failures","O"
28,14,"with","O"
28,15,"the","O"
28,16,"usage","O"
28,17,"of","O"
28,18,"all","O"
28,19,"available","O"
28,20,"diagnostic","B-SKILL"
28,21,"tools","I-SKILL"
28,22,"this","O"
28,23,"includes","O"
28,24,"repair","O"
28,25,"of","O"
28,26,"hardware","O"
28,27,"on","O"
28,28,"component","O"
28,29,"level","O"
28,30,"cleaning","O"
28,31,"and","O"
28,32,"adjustment","O"
28,33,"of","O"
28,34,"mechanical","B-SKILL"
28,35,"components","O"
28,36,"and","O"
28,37,"configuration","O"
28,38,"and","O"
28,39,"installation","B-SKILL"
28,40,"of","O"
28,41,"software","O"
28,42,"preventive","B-SKILL"
28,43,"maintenance","I-SKILL"
28,44,"perform","O"
28,45,"routine","O"
28,46,"checks","O"
28,47,"according","O"
28,48,"to","O"
28,49,"documented","O"
28,50,"preventative","B-SKILL"
28,51,"maintenance","I-SKILL"
28,52,"procedures","I-SKILL"
28,53,"customer","I-SKILL"
28,54,"service","I-SKILL"
28,55,"instruct","I-SKILL"
28,56,"and","O"
28,57,"train","O"
28,58,"customers","O"
28,59,"on","O"
28,60,"usage","O"
28,61,"and","O"
28,62,"operation","B-SKILL"
28,63,"of","O"
28,64,"installed","B-SKILL"
28,65,"hardware","O"
28,66,"and","O"
28,67,"software","O"
28,68,"maintain","O"
28,69,"improvement","O"
28,70,"suggestions","O"
28,71,"in","O"
28,72,"case","B-SKILL"
28,73,"of","O"
28,74,"receiving","O"
28,75,"a","O"
28,76,"call","O"
28,77,"for","O"
28,78,"a","O"
28,79,"problem","O"
28,80,"receive","O"
28,81,"provide","O"
28,82,"updates","O"
28,83,"for","O"
28,84,"incidents","O"
28,85,"and","O"
28,86,"orders","O"
28,87,"and","O"
28,88,"regularly","O"
28,89,"inform","O"
28,90,"customers","O"
28,91,"about","O"
28,92,"performed","O"
28,93,"actions","O"
28,94,"communicate","B-SKILL"
28,95,"effectively","O"
28,96,"with","O"
28,97,"internal","O"
28,98,"and","O"
28,99,"external","O"
28,100,"personnel","O"
28,101,"both","O"
28,102,"verbally","O"
28,103,"and","O"
28,104,"in","O"
28,105,"writing","B-SKILL"
28,106,"process","O"
28,107,"tasks","O"
28,108,"&","O"
28,109,"continuous","B-SKILL"
28,110,"improvement","I-SKILL"
28,111,"process","I-SKILL"
28,112,"work","O"
28,113,"on","O"
28,114,"occurred","O"
28,115,"technical","O"
28,116,"problems","B-SKILL"
28,117,"report","I-SKILL"
28,118,"the","O"
28,119,"manufacturer","O"
28,120,"upon","O"
28,121,"necessity","O"
28,122,"and","O"
28,123,"process","O"
28,124,"the","O"
28,125,"case","B-SKILL"
28,126,"until","O"
28,127,"it","O"
28,128,"will","O"
28,129,"be","O"
28,130,"solved","O"
28,131,"instruct","B-SKILL"
28,132,"the","O"
28,133,"client","O"
28,134,"about","O"
28,135,"possible","O"
28,136,"problems","O"
28,137,"in","O"
28,138,"case","B-SKILL"
28,139,"of","O"
28,140,"wrong","O"
28,141,"usage","O"
28,142,"of","O"
28,143,"the","O"
28,144,"machinery","B-SKILL"
28,145,"proactively","O"
28,146,"log","O"
28,147,"on","O"
28,148,"to","O"
28,149,"partner","O"
28,150,"zone","O"
28,151,"technical","B-SKILL"
28,152,"assistance","I-SKILL"
28,153,"informed","O"
28,154,"about","O"
28,155,"the","O"
28,156,"updates","O"
28,157,"and","O"
28,158,"share","O"
28,159,"with","O"
28,160,"client","O"
28,161,"all","O"
28,162,"hot","O"
28,163,"fixes","O"
28,164,"and","O"
28,165,"updates","O"
28,166,"that","O"
28,167,"the","O"
28,168,"supplier","O"
28,169,"announces","O"
28,170,"surf","O"
28,171,"on","O"
28,172,"the","O"
28,173,"web","O"
28,174,"to","O"
28,175,"look","O"
28,176,"for","O"
28,177,"further","O"
28,178,"related","O"
28,179,"information","O"
28,180,"log","O"
28,181,"on","O"
28,182,"to","O"
28,183,"engineering","O"
28,184,"forum","O"
28,185,"websites","O"
28,186,"and","O"
28,187,"investigate","B-SKILL"
28,188,"the","O"
28,189,"problem","O"
28,190,"company","O"
28,191,"s","O"
28,192,"client","O"
28,193,"faces","O"
28,194,"administration","O"
28,195,"install","B-SKILL"
28,196,"supplied","O"
28,197,"spare","B-SKILL"
28,198,"parts","I-SKILL"
28,199,"on","O"
28,200,"banks","B-SKILL"
28,201,"terminals","O"
28,202,"responsible","O"
28,203,"for","O"
28,204,"timely","O"
28,205,"and","O"
28,206,"all","O"
28,207,"administrative","O"
28,208,"reports","O"
28,209,"as","O"
28,210,"defined","O"
28,211,"by","O"
28,212,"management","B-SKILL"
28,213,"including","O"
28,214,"service","B-SKILL"
28,215,"reports","I-SKILL"
28,216,"time","O"
28,217,"and","O"
28,218,"attendance","O"
28,219,"records","O"
28,220,"accurately","O"
28,221,"and","O"
28,222,"on","O"
28,223,"time","O"
28,224,"assist","O"
28,225,"the","O"
28,226,"sales","B-SKILL"
28,227,"people","O"
28,228,"each","O"
28,229,"time","O"
28,230,"while","O"
28,231,"inserting","O"
28,232,"the","O"
28,233,"order","O"
28,234,"with","O"
28,235,"providing","O"
28,236,"part","O"
28,237,"numbers","B-SKILL"
28,238,"and","O"
28,239,"also","O"
28,240,"his","O"
28,241,"expertise","O"
29,1,"work","B-SKILL"
29,2,"in","O"
29,3,"compliance","O"
29,4,"with","O"
29,5,"the","O"
29,6,"instructions","O"
29,7,"given","O"
29,8,"by","O"
29,9,"the","O"
29,10,"chief","O"
29,11,"lawyer","O"
29,12,"head","O"
29,13,"of","O"
29,14,"legal","O"
29,15,"service","O"
29,16,"on","O"
29,17,"behalf","O"
29,18,"of","O"
29,19,"the","O"
29,20,"bank","B-SKILL"
29,21,"proceed","O"
29,22,"with","O"
29,23,"the","O"
29,24,"agreement","O"
29,25,"execution","O"
29,26,"notary","O"
29,27,"verification","O"
29,28,"state","O"
29,29,"registration","B-SKILL"
29,30,"on","O"
29,31,"the","O"
29,32,"basis","O"
29,33,"and","O"
29,34,"within","O"
29,35,"the","O"
29,36,"power","O"
29,37,"of","O"
29,38,"attorney","O"
29,39,"issued","O"
29,40,"by","O"
29,41,"the","O"
29,42,"chairman","O"
29,43,"of","O"
29,44,"the","O"
29,45,"management","B-SKILL"
29,46,"board","O"
29,47,"general","O"
29,48,"director","O"
29,49,"deliver","O"
29,50,"and","O"
29,51,"receive","O"
29,52,"documents","O"
30,1,"complete","O"
30,2,"the","O"
30,3,"dossier","O"
30,4,"prepare","O"
30,5,"application","O"
30,6,"form","O"
30,7,"submit","O"
30,8,"the","O"
30,9,"dossier","O"
30,10,"for","O"
30,11,"the","O"
30,12,"registration","B-SKILL"
30,13,"to","O"
30,14,"the","O"
30,15,"regulatory","O"
30,16,"authorities","O"
30,17,"follow","O"
30,18,"the","O"
30,19,"registration","B-SKILL"
30,20,"procedure","O"
30,21,"communicate","B-SKILL"
30,22,"with","O"
30,23,"regulatory","O"
30,24,"authorities","O"
30,25,"send","O"
30,26,"question","O"
30,27,"from","O"
30,28,"regulatory","O"
30,29,"authorities","O"
30,30,"to","O"
30,31,"hq","O"
30,32,"submit","O"
30,33,"the","O"
30,34,"answers","O"
30,35,"to","O"
30,36,"the","O"
30,37,"regulatory","O"
30,38,"authorities","O"
30,39,"obtain","O"
30,40,"marketing","O"
30,41,"authorization","B-SKILL"
30,42,"obtain","O"
30,43,"shipments","O"
30,44,"from","O"
30,45,"custom","O"
30,46,"coordinate","B-SKILL"
30,47,"the","O"
30,48,"printing","O"
30,49,"of","O"
30,50,"pil","O"
30,51,"in","O"
30,52,"armenia","O"
30,53,"confirm","O"
30,54,"the","O"
30,55,"pil","O"
30,56,"and","O"
30,57,"mock","B-SKILL"
30,58,"up","I-SKILL"
30,59,"for","O"
30,60,"production","O"
30,61,"responsible","O"
30,62,"for","O"
30,63,"local","O"
30,64,"pharmacovigilance","B-SKILL"
31,1,"investigate","I-SKILL"
31,2,"internal","I-SKILL"
31,3,"audit","I-SKILL"
31,4,"observations","O"
31,5,"and","O"
31,6,"assist","O"
31,7,"management","B-SKILL"
31,8,"to","O"
31,9,"prepare","O"
31,10,"responses","O"
31,11,"in","O"
31,12,"a","O"
31,13,"timely","O"
31,14,"manner","O"
31,15,"timely","O"
31,16,"investigate","B-SKILL"
31,17,"analyze","O"
31,18,"and","O"
31,19,"report","O"
31,20,"compliance","O"
31,21,"issues","O"
31,22,"which","O"
31,23,"can","O"
31,24,"negatively","O"
31,25,"affect","O"
31,26,"the","O"
31,27,"company","O"
31,28,"operation","B-SKILL"
31,29,"and","O"
31,30,"image","B-SKILL"
31,31,"ensure","O"
31,32,"timely","O"
31,33,"update","O"
31,34,"of","O"
31,35,"affiliate","O"
31,36,"internal","O"
31,37,"regulations","O"
31,38,"manuals","B-SKILL"
31,39,"instruction","I-SKILL"
31,40,"memos","I-SKILL"
31,41,"etc","O"
31,42,"with","O"
31,43,"all","O"
31,44,"changes","O"
31,45,"from","O"
31,46,"finca","O"
31,47,"international","O"
31,48,"and","O"
31,49,"the","O"
31,50,"eurasia","O"
31,51,"hub","O"
31,52,"establish","O"
31,53,"a","O"
31,54,"system","O"
31,55,"for","O"
31,56,"the","O"
31,57,"effective","O"
31,58,"communication","B-SKILL"
31,59,"of","O"
31,60,"all","O"
31,61,"policy","O"
31,62,"changes","O"
31,63,"to","O"
31,64,"the","O"
31,65,"appropriate","O"
31,66,"personnel","O"
31,67,"at","O"
31,68,"all","O"
31,69,"levels","O"
31,70,"of","O"
31,71,"the","O"
31,72,"affiliate","O"
31,73,"including","O"
31,74,"verification","O"
31,75,"of","O"
31,76,"understanding","O"
31,77,"ensure","O"
31,78,"that","O"
31,79,"all","O"
31,80,"changes","O"
31,81,"in","O"
31,82,"policy","O"
31,83,"and","O"
31,84,"procedures","O"
31,85,"are","O"
31,86,"properly","O"
31,87,"communicated","B-SKILL"
31,88,"to","O"
31,89,"affiliate","O"
31,90,"staff","O"
31,91,"and","O"
31,92,"that","O"
31,93,"appropriate","O"
31,94,"compliance","B-SKILL"
31,95,"training","I-SKILL"
31,96,"takes","O"
31,97,"place","O"
31,98,"develop","O"
31,99,"and","O"
31,100,"implement","O"
31,101,"annual","O"
31,102,"compliance","O"
31,103,"function","O"
31,104,"work","O"
31,105,"plan","B-SKILL"
31,106,"in","O"
31,107,"collaboration","B-SKILL"
31,108,"with","O"
31,109,"fi","O"
31,110,"internal","B-SKILL"
31,111,"control","I-SKILL"
31,112,"manager","I-SKILL"
31,113,"and","O"
31,114,"finca","O"
31,115,"eurasia","O"
31,116,"internal","B-SKILL"
31,117,"control","I-SKILL"
31,118,"manager","O"
31,119,"manage","B-SKILL"
31,120,"timely","I-SKILL"
31,121,"control","O"
31,122,"activities","O"
31,123,"for","O"
31,124,"internal","B-SKILL"
31,125,"control","I-SKILL"
31,126,"department","O"
31,127,"based","O"
31,128,"on","O"
31,129,"the","O"
31,130,"approved","O"
31,131,"work","O"
31,132,"plan","B-SKILL"
31,133,"and","O"
31,134,"requests","O"
31,135,"from","O"
31,136,"affiliate","O"
31,137,"management","O"
31,138,"manage","B-SKILL"
31,139,"timely","I-SKILL"
31,140,"reporting","O"
31,141,"to","O"
31,142,"affiliate","O"
31,143,"management","B-SKILL"
31,144,"and","O"
31,145,"regional","O"
31,146,"hub","O"
31,147,"establish","O"
31,148,"a","O"
31,149,"system","O"
31,150,"for","O"
31,151,"timely","O"
31,152,"communication","B-SKILL"
31,153,"of","O"
31,154,"the","O"
31,155,"status","O"
31,156,"and","O"
31,157,"findings","O"
31,158,"of","O"
31,159,"compliance","O"
31,160,"activities","O"
31,161,"with","O"
31,162,"affiliate","O"
31,163,"management","B-SKILL"
31,164,"and","O"
31,165,"network","O"
31,166,"regional","O"
31,167,"internal","B-SKILL"
31,168,"control","I-SKILL"
31,169,"personnel","O"
31,170,"create","O"
31,171,"internal","B-SKILL"
31,172,"control","I-SKILL"
31,173,"functional","O"
31,174,"procedures","O"
31,175,"to","O"
31,176,"ensure","O"
31,177,"sufficient","O"
31,178,"riskmanagement","O"
31,179,"and","O"
31,180,"efficiency","O"
31,181,"set","O"
31,182,"up","O"
31,183,"internal","B-SKILL"
31,184,"control","I-SKILL"
31,185,"functions","O"
31,186,"and","O"
31,187,"create","O"
31,188,"necessary","O"
31,189,"policy","O"
31,190,"and","O"
31,191,"procedures","O"
31,192,"required","O"
31,193,"for","O"
31,194,"finca","O"
31,195,"uco","O"
31,196,"operations","B-SKILL"
31,197,"as","O"
31,198,"a","O"
31,199,"bank","B-SKILL"
31,200,"report","I-SKILL"
31,201,"suspicious","I-SKILL"
31,202,"transaction","O"
31,203,"regarding","O"
31,204,"money","B-SKILL"
31,205,"laundering","I-SKILL"
31,206,"cases","O"
31,207,"to","O"
31,208,"the","O"
31,209,"central","O"
31,210,"bank","B-SKILL"
31,211,"of","O"
31,212,"armenia","O"
31,213,"ontime","O"
31,214,"and","O"
31,215,"ensure","O"
31,216,"that","O"
31,217,"all","O"
31,218,"the","O"
31,219,"necessary","O"
31,220,"required","O"
31,221,"action","O"
31,222,"will","O"
31,223,"be","O"
31,224,"taken","O"
32,1,"the","B-SKILL"
32,2,"key","O"
32,3,"elements","O"
32,4,"of","O"
32,5,"these","O"
32,6,"roles","O"
32,7,"are","O"
32,8,"the","O"
32,9,"development","O"
32,10,"and","O"
32,11,"delivery","O"
32,12,"of","O"
32,13,"new","O"
32,14,"or","O"
32,15,"modified","O"
32,16,"functionality","O"
32,17,"based","O"
32,18,"on","O"
32,19,"our","O"
32,20,"given","O"
32,21,"remedy","O"
32,22,"ars","B-SKILL"
32,23,"platform","O"
32,24,"the","O"
32,25,"candidates","O"
32,26,"are","O"
32,27,"required","O"
32,28,"to","O"
32,29,"work","O"
32,30,"closely","O"
32,31,"with","O"
32,32,"the","O"
32,33,"other","O"
32,34,"functional","O"
32,35,"and","O"
32,36,"technical","O"
32,37,"members","O"
32,38,"of","O"
32,39,"the","O"
32,40,"international","O"
32,41,"service","O"
32,42,"platforms","O"
32,43,"team","O"
32,44,"this","O"
32,45,"comprises","O"
32,46,"a","O"
32,47,"close","O"
32,48,"relationship","O"
32,49,"to","O"
32,50,"the","O"
32,51,"test","O"
32,52,"and","O"
32,53,"qadepartment","O"
32,54,"as","O"
32,55,"well","O"
33,1,"be","O"
33,2,"able","O"
33,3,"to","O"
33,4,"create","O"
33,5,"superior","O"
33,6,"original","O"
33,7,"designs","O"
33,8,"for","O"
33,9,"consumer","O"
33,10,"products","O"
33,11,"packaging","O"
33,12,"and","O"
33,13,"the","O"
33,14,"web","O"
33,15,"be","O"
33,16,"responsible","O"
33,17,"for","O"
33,18,"the","O"
33,19,"development","O"
33,20,"of","O"
33,21,"brand","B-SKILL"
33,22,"books","O"
33,23,"and","O"
33,24,"design","B-SKILL"
33,25,"brand","I-SKILL"
33,26,"guidelines","O"
33,27,"for","O"
33,28,"new","O"
33,29,"and","O"
33,30,"existing","O"
33,31,"brands","O"
33,32,"develop","O"
33,33,"special","O"
33,34,"imageries","O"
33,35,"and","O"
33,36,"visuals","O"
33,37,"for","O"
33,38,"new","O"
33,39,"projects","O"
33,40,"promotions","O"
33,41,"be","O"
33,42,"responsible","O"
33,43,"for","O"
33,44,"shaping","O"
33,45,"and","O"
33,46,"building","O"
33,47,"creative","B-SKILL"
33,48,"strategy","I-SKILL"
33,49,"for","O"
33,50,"new","O"
33,51,"brands","O"
33,52,"and","O"
33,53,"existing","O"
33,54,"ones","O"
33,55,"in","O"
33,56,"accordance","O"
33,57,"with","O"
33,58,"the","O"
33,59,"brand","B-SKILL"
33,60,"concept","O"
33,61,"contribute","O"
33,62,"to","O"
33,63,"developing","O"
33,64,"concepts","O"
33,65,"for","O"
33,66,"seasonal","O"
33,67,"events","O"
33,68,"working","O"
33,69,"on","O"
33,70,"seasonal","O"
33,71,"projects","O"
33,72,"and","O"
33,73,"content","B-SKILL"
33,74,"pages","I-SKILL"
33,75,"that","O"
33,76,"will","O"
33,77,"improve","O"
33,78,"user","B-SKILL"
33,79,"experience","I-SKILL"
34,1,"report","O"
34,2,"input","O"
34,3,"into","O"
34,4,"entry","O"
34,5,"system","B-SKILL"
34,6,"implement","I-SKILL"
34,7,"solutions","O"
34,8,"to","O"
34,9,"incipient","O"
34,10,"problems","O"
34,11,"troubleshooting","B-SKILL"
34,12,"as","O"
34,13,"well","O"
34,14,"as","O"
34,15,"maintain","O"
34,16,"system","O"
34,17,"within","O"
34,18,"the","O"
34,19,"department","O"
34,20,"design","O"
34,21,"vba","O"
34,22,"macros","B-SKILL"
34,23,"within","O"
34,24,"the","O"
34,25,"department","O"
34,26,"as","O"
34,27,"well","O"
34,28,"as","O"
34,29,"implement","B-SKILL"
34,30,"system","I-SKILL"
34,31,"solutions","O"
34,32,"by","O"
34,33,"means","O"
34,34,"of","O"
34,35,"them","O"
34,36,"design","O"
34,37,"nonstandard","O"
34,38,"and","O"
34,39,"dynamic","O"
34,40,"reports","O"
34,41,"in","O"
34,42,"reports","O"
34,43,"systems","O"
34,44,"as","O"
34,45,"well","O"
34,46,"as","O"
34,47,"supply","O"
34,48,"and","O"
34,49,"maintain","O"
34,50,"systems","O"
34,51,"within","O"
34,52,"the","O"
34,53,"department","O"
34,54,"test","O"
34,55,"final","O"
34,56,"reports","O"
34,57,"in","O"
34,58,"reports","O"
34,59,"systems","O"
34,60,"compile","B-SKILL"
34,61,"and","O"
34,62,"cross","O"
34,63,"check","O"
34,64,"financial","B-SKILL"
34,65,"institutions","I-SKILL"
34,66,"reports","O"
35,1,"participate","B-SKILL"
35,2,"in","O"
35,3,"software","O"
35,4,"product","B-SKILL"
35,5,"development","I-SKILL"
35,6,"provide","O"
35,7,"maintenance","O"
35,8,"and","O"
35,9,"support","O"
35,10,"of","O"
35,11,"existing","O"
35,12,"software","B-SKILL"
35,13,"products","I-SKILL"
36,1,"provide","O"
36,2,"general","B-SKILL"
36,3,"administrative","I-SKILL"
36,4,"and","O"
36,5,"clerical","O"
36,6,"support","O"
36,7,"edit","B-SKILL"
36,8,"scientific","O"
36,9,"texts","O"
36,10,"in","O"
36,11,"english","B-SKILL"
36,12,"language","I-SKILL"
36,13,"at","O"
36,14,"the","O"
36,15,"professional","B-SKILL"
36,16,"level","O"
36,17,"provide","O"
36,18,"translations","B-SKILL"
37,1,"verify","O"
37,2,"the","O"
37,3,"efficacy","O"
37,4,"of","O"
37,5,"visit","O"
37,6,"plans","B-SKILL"
37,7,"and","O"
37,8,"frequency","O"
37,9,"of","O"
37,10,"visits","O"
37,11,"of","O"
37,12,"each","O"
37,13,"medical","B-SKILL"
37,14,"representative","I-SKILL"
37,15,"ensure","O"
37,16,"that","O"
37,17,"the","O"
37,18,"level","O"
37,19,"of","O"
37,20,"visits","O"
37,21,"per","O"
37,22,"day","O"
37,23,"is","O"
37,24,"appropriate","O"
37,25,"in","O"
37,26,"his","O"
37,27,"her","O"
37,28,"area","O"
37,29,"assess","O"
37,30,"and","O"
37,31,"control","O"
37,32,"the","O"
37,33,"medical","B-SKILL"
37,34,"representatives","I-SKILL"
37,35,"activities","O"
37,36,"through","O"
37,37,"double","O"
37,38,"visits","O"
37,39,"verify","O"
37,40,"that","O"
37,41,"all","O"
37,42,"the","O"
37,43,"activities","O"
37,44,"of","O"
37,45,"medical","B-SKILL"
37,46,"representatives","I-SKILL"
37,47,"are","O"
37,48,"in","O"
37,49,"line","O"
37,50,"with","O"
37,51,"the","O"
37,52,"overall","O"
37,53,"requirements","O"
37,54,"of","O"
37,55,"the","O"
37,56,"company","O"
37,57,"and","O"
37,58,"according","O"
37,59,"to","O"
37,60,"the","O"
37,61,"companys","O"
37,62,"strategy","O"
37,63,"tactics","O"
37,64,"and","O"
37,65,"promotion","O"
37,66,"plan","B-SKILL"
37,67,"organize","O"
37,68,"and","O"
37,69,"carry","O"
37,70,"out","O"
37,71,"promotional","O"
37,72,"meetings","O"
37,73,"seminars","O"
37,74,"and","O"
37,75,"other","O"
37,76,"events","O"
37,77,"for","O"
37,78,"doctors","O"
37,79,"and","O"
37,80,"other","O"
37,81,"customers","O"
37,82,"in","O"
37,83,"a","O"
37,84,"proper","O"
37,85,"way","O"
37,86,"assure","O"
37,87,"a","O"
37,88,"correct","O"
37,89,"use","O"
37,90,"of","O"
37,91,"promotional","O"
37,92,"material","O"
37,93,"and","O"
37,94,"gadgets","O"
37,95,"and","O"
37,96,"useful","O"
37,97,"investments","B-SKILL"
37,98,"of","O"
37,99,"each","O"
37,100,"medical","B-SKILL"
37,101,"representative","I-SKILL"
37,102,"organize","O"
37,103,"cycle","O"
37,104,"meetings","O"
37,105,"in","O"
37,106,"order","O"
37,107,"to","O"
37,108,"transfer","O"
37,109,"guidelines","O"
37,110,"for","O"
37,111,"the","O"
37,112,"following","O"
37,113,"cycle","O"
37,114,"communicating","B-SKILL"
37,115,"strategies","I-SKILL"
37,116,"sharing","O"
37,117,"results","O"
37,118,"experiences","O"
37,119,"and","O"
37,120,"planning","B-SKILL"
37,121,"special","O"
37,122,"activities","O"
37,123,"motivate","O"
37,124,"medical","B-SKILL"
37,125,"representatives","I-SKILL"
37,126,"by","O"
37,127,"using","O"
37,128,"the","O"
37,129,"bonus","O"
37,130,"system","O"
37,131,"and","O"
37,132,"stimulating","O"
37,133,"their","O"
37,134,"curiosity","B-SKILL"
37,135,"for","O"
37,136,"the","O"
37,137,"competitors","O"
37,138,"activities","O"
37,139,"and","O"
37,140,"market","O"
37,141,"and","O"
37,142,"customers","B-SKILL"
37,143,"analysis","I-SKILL"
37,144,"evaluate","O"
37,145,"the","O"
37,146,"performance","O"
37,147,"of","O"
37,148,"medical","B-SKILL"
37,149,"representatives","I-SKILL"
37,150,"and","O"
37,151,"provide","O"
37,152,"recommendations","O"
37,153,"for","O"
37,154,"corrective","B-SKILL"
37,155,"actions","I-SKILL"
37,156,"analyse","O"
37,157,"the","O"
37,158,"information","O"
37,159,"given","O"
37,160,"by","O"
37,161,"medical","B-SKILL"
37,162,"representatives","I-SKILL"
37,163,"to","O"
37,164,"enable","O"
37,165,"the","O"
37,166,"superiors","O"
37,167,"to","O"
37,168,"be","O"
37,169,"fully","O"
37,170,"aware","O"
37,171,"of","O"
37,172,"sales","B-SKILL"
37,173,"competitors","O"
37,174,"activities","O"
37,175,"and","O"
37,176,"pharmaceutical","B-SKILL"
37,177,"market","I-SKILL"
37,178,"situation","O"
37,179,"establish","O"
37,180,"and","O"
37,181,"keep","O"
37,182,"strong","O"
37,183,"links","O"
37,184,"with","O"
37,185,"pharmacies","O"
37,186,"distributors","O"
37,187,"and","O"
37,188,"opinion","O"
37,189,"leaders","O"
37,190,"in","O"
37,191,"the","O"
37,192,"area","O"
37,193,"of","O"
37,194,"competence","O"
37,195,"follow","O"
37,196,"the","O"
37,197,"company","O"
37,198,"procedures","O"
37,199,"and","O"
37,200,"requirements","O"
37,201,"regarding","O"
37,202,"the","O"
37,203,"use","O"
37,204,"of","O"
37,205,"cars","O"
37,206,"by","O"
37,207,"medical","B-SKILL"
37,208,"representatives","I-SKILL"
38,1,"prepare","O"
38,2,"and","O"
38,3,"submit","O"
38,4,"for","O"
38,5,"approval","O"
38,6,"a","O"
38,7,"methodology","O"
38,8,"to","O"
38,9,"conduct","O"
38,10,"the","O"
38,11,"analysis","O"
38,12,"including","O"
38,13,"preparation","O"
38,14,"of","O"
38,15,"a","O"
38,16,"questionnaire","O"
38,17,"for","O"
38,18,"collecting","B-SKILL"
38,19,"information","O"
38,20,"from","O"
38,21,"the","O"
38,22,"main","O"
38,23,"stakeholders","O"
38,24,"conduct","O"
38,25,"desk","O"
38,26,"review","O"
38,27,"information","B-SKILL"
